id,date,user,pc,activity
{X6I6-U8RJ99TN-6623ZMKT},01/14/2010 08:43:28,MOH0273,PC-6699,Disconnect
{G8V7-K6DY91PJ-4190EKWT},01/14/2010 08:43:29,QRM0739,PC-7343,Disconnect
{Q0M4-F2IN22XP-7632QJRS},01/14/2010 08:43:44,LDG0459,PC-5621,Connect
{T6F9-K1OV08VQ-2712PYVL},01/14/2010 08:44:23,HSB0196,PC-8001,Connect
{K3W4-Z5BN50PF-9570JZYR},01/14/2010 08:45:36,AJN0607,PC-8303,Disconnect
{D8W2-P0ZO50NC-0302ALJN},01/14/2010 08:45:44,HSB0196,PC-8001,Disconnect
{G5H8-J5BW45CE-4827EVJT},01/14/2010 08:47:43,SAA0999,PC-4559,Disconnect
{L8M9-I2QV09DZ-9884HVHO},01/14/2010 08:47:44,HVF0067,PC-9939,Connect
{B5X0-N9RJ76QW-4302JSCQ},01/14/2010 08:47:55,RSC0089,PC-9929,Disconnect
{C4I6-O3WT70SQ-1226UUZF},01/14/2010 08:48:46,FKK0055,PC-0435,Connect
{R9T0-W6DK81AC-8772PSIH},01/14/2010 08:49:05,IIW0249,PC-0843,Connect
{P8B7-P8SK86FR-3424RMDQ},01/14/2010 08:49:51,DPM0423,PC-2567,Connect
{P9M2-D6MY60GB-9767SAPV},01/14/2010 08:50:41,BJP0134,PC-0898,Connect
{R1V4-I7WU06EP-3144ZVKO},01/14/2010 08:51:25,LDG0459,PC-5621,Disconnect
{M5O4-P3QL01IA-9728MDKM},01/14/2010 08:51:47,LBH0942,PC-3640,Connect
{D5N5-O7AP62LY-7769PRCZ},01/14/2010 08:51:53,IKR0401,PC-6741,Connect
{E0V9-O9EB40YJ-6940WIYI},01/14/2010 08:51:56,BJP0134,PC-0898,Disconnect
{C1O1-B5TP44MB-2138CWAK},01/14/2010 08:51:59,THR0873,PC-4804,Connect
{G0X4-D2XV40XH-2323DOOC},01/14/2010 08:52:51,NDM0417,PC-9134,Connect
{I3P1-E9CA82YL-6997WCSH},01/14/2010 08:53:41,DPM0423,PC-2567,Disconnect
{F9U9-A6DI66GH-0239XNPJ},01/14/2010 08:54:36,CLB0774,PC-7029,Connect
{N0A0-D5DK40HY-5842EVUC},01/14/2010 08:54:52,JNJ0556,PC-0576,Connect
{G5A2-H4QD37CO-5286IKHA},01/14/2010 08:55:03,KKW0879,PC-2531,Disconnect
{P0U5-Y0UC77TL-7487VIQC},01/14/2010 08:56:23,OBH0499,PC-7989,Disconnect
{R6S8-J2ST43WD-2239UXTX},01/14/2010 08:56:28,CCL0068,PC-7699,Connect
{Q8J5-E8MZ65UA-5918RHCN},01/14/2010 08:57:01,SAA0999,PC-4559,Connect
{C1V0-K5FY61CJ-2123ITXH},01/14/2010 08:57:05,HCM0267,PC-7651,Connect
{Q5I9-U4DX77OX-4455WGBO},01/14/2010 08:58:53,BSS0369,PC-3672,Connect
{U7S3-Y2GD17GQ-3874UEVO},01/14/2010 09:00:54,LBH0942,PC-3640,Disconnect
{V2M9-L3YO21JX-4130LGYZ},01/14/2010 09:01:47,JDB0169,PC-7502,Connect
{L8D6-L2ZF22TG-9560HNXO},01/14/2010 09:02:38,CLB0774,PC-7029,Disconnect
{F1G4-O6HZ65RJ-1819JKIQ},01/14/2010 09:02:53,HSB0196,PC-8001,Connect
{L5C3-O4FU64BB-1428GKRG},01/14/2010 09:03:04,VSA0230,PC-9547,Connect
{R0S3-X0LJ64OW-4122WIHW},01/14/2010 09:03:11,HRB0351,PC-0697,Connect
{L0B0-S8TH27XO-5943TOPB},01/14/2010 09:03:31,IIW0249,PC-0843,Disconnect
{D2C1-A6PI16MK-3077YTTC},01/14/2010 09:04:38,JNJ0556,PC-0576,Disconnect
{B7H8-F9HB24BO-1744JQUN},01/14/2010 09:04:43,BSS0369,PC-3672,Disconnect
{R5V7-S2ZX75IC-1406JACV},01/14/2010 09:05:22,HCM0267,PC-7651,Disconnect
{S5A2-K5CK98UM-3792ONNW},01/14/2010 09:05:23,JBD0616,PC-1479,Connect
{I7K9-P7WB19UH-1904IRHX},01/14/2010 09:05:40,LBH0942,PC-3640,Connect
{V0N5-O8VR74VR-6700QLHB},01/14/2010 09:05:44,THR0873,PC-4804,Disconnect
{H9G6-I6LP38WT-1740LPHI},01/14/2010 09:06:16,HMM0108,PC-8052,Connect
{I7D0-Z8MS22SC-8776RZDU},01/14/2010 09:07:01,DBB0384,PC-4243,Disconnect
{C6B7-E9XX42ZW-4551HGLB},01/14/2010 09:07:22,ZKS0899,PC-8517,Connect
{O2W8-W4EM70PV-9348AQAF},01/14/2010 09:07:30,ATP0662,PC-4127,Connect
{H8K0-O9BF17LS-0120JLNM},01/14/2010 09:07:42,JNJ0556,PC-0576,Connect
{U9O5-V0VO79GI-1662QFZO},01/14/2010 09:08:01,MDM0625,PC-4984,Connect
{C3X0-V1IZ65CR-6345PXCR},01/14/2010 09:08:11,JJH0613,PC-9171,Disconnect
{J8B9-G2LH04ED-7519UWSO},01/14/2010 09:11:12,HVF0067,PC-9939,Disconnect
{K8V6-A1HM54EG-1013KXQJ},01/14/2010 09:11:18,DBB0384,PC-4243,Connect
{T7K2-U3TR74FF-6127CAEV},01/14/2010 09:11:51,SAA0999,PC-4559,Disconnect
{C8K0-S9PW25TC-2419NJBE},01/14/2010 09:11:54,JBD0616,PC-1479,Disconnect
{V3X3-L6PY86JZ-0694VEBI},01/14/2010 09:11:55,JDC0030,PC-0246,Connect
{U1K4-T5HP52TJ-0790QFVJ},01/14/2010 09:12:13,LBH0942,PC-3640,Disconnect
{D0L0-P9HR33WB-2178TLII},01/14/2010 09:12:37,RNP0211,PC-1736,Connect
{Z3B2-G1DH02VB-7526PWNE},01/14/2010 09:13:46,LBF0214,PC-3819,Disconnect
{E0G2-E5GF48UK-3948BHJI},01/14/2010 09:13:49,RAR0725,PC-4159,Connect
{J6R7-P7GA00QB-8785RVLI},01/14/2010 09:14:15,RAR0725,PC-4159,Disconnect
{C9E5-L6AZ30PK-0712EEMX},01/14/2010 09:15:03,IKR0401,PC-6741,Disconnect
{H8U8-S5HL78KC-3913BQDQ},01/14/2010 09:15:07,LBH0942,PC-3640,Connect
{W4Y5-Z9XL28NK-7099YIKN},01/14/2010 09:15:53,MLL0598,PC-0189,Disconnect
{M8E1-Y3GA16WG-9701WDEY},01/14/2010 09:16:29,NDM0417,PC-9134,Disconnect
{U8W8-X0DF48RX-2000DXWE},01/14/2010 09:17:10,KKW0879,PC-2531,Connect
{I6M7-H8RF88WW-7791LMKP},01/14/2010 09:17:33,RLG0856,PC-1998,Connect
{D4F8-W3WB76BB-1514AXMQ},01/14/2010 09:17:38,ZKS0899,PC-8517,Disconnect
{M3K1-L4YO84GS-9652WCHS},01/14/2010 09:17:45,DBB0384,PC-4243,Disconnect
{G1B7-O3IC07RD-1017YDCR},01/14/2010 09:18:04,HSB0196,PC-8001,Disconnect
{Z9I2-Z5WY07MY-5705NGZT},01/14/2010 09:18:05,QRM0739,PC-7343,Connect
{W6Z3-C5WT04KV-6443YZZL},01/14/2010 09:19:09,CLB0774,PC-7029,Connect
{M4M9-G1BR93UH-1742TMTN},01/14/2010 09:19:10,KKW0879,PC-2531,Disconnect
{N1L9-E7DK19ZS-4059OQPH},01/14/2010 09:19:10,MLM0950,PC-9787,Connect
{Q3T7-O8XK52NJ-6778XVJV},01/14/2010 09:19:31,BRM0995,PC-0768,Connect
{M0M2-W6VB73WV-7145AKQX},01/14/2010 09:20:04,HPH0075,PC-2417,Connect
{O4X5-D4WS71SA-8037RTPI},01/14/2010 09:20:19,HSB0196,PC-8001,Connect
{X9D0-P6IT27BT-9434LCXZ},01/14/2010 09:21:09,HPH0075,PC-2417,Disconnect
{Q6W4-R8PR65MF-9031RMCK},01/14/2010 09:21:32,BJP0134,PC-0898,Connect
{L3Q9-C7RI20RT-3886LQIE},01/14/2010 09:21:46,CLB0774,PC-7029,Disconnect
{N1O6-Y5VV52TC-3309KEBY},01/14/2010 09:22:02,GZC0735,PC-8219,Connect
{R8J5-X9WB53QM-6370NHMY},01/14/2010 09:23:09,RLG0856,PC-1998,Disconnect
{J1Z0-D1WX68WY-4797DUJQ},01/14/2010 09:23:17,TSR0676,PC-9227,Connect
{D4X7-I7IJ94OM-6260YVWN},01/14/2010 09:23:40,MLM0950,PC-9787,Disconnect
{A6M2-L7SS25EC-1575OKCC},01/14/2010 09:24:15,PAD0773,PC-3959,Connect
{S2L6-F0TH81HH-0734PHWO},01/14/2010 09:24:34,AVM0947,PC-0285,Connect
{A4E7-N0ZT07NP-9027QZEV},01/14/2010 09:25:00,LOM0086,PC-9087,Connect
{W4N8-S7JE77SF-0474JKPN},01/14/2010 09:27:06,MLL0598,PC-0189,Connect
{O3W8-T0NZ48AW-7594GSBM},01/14/2010 09:28:14,QRM0739,PC-7343,Disconnect
{Q6D0-M7AF21JR-3316QZDX},01/14/2010 09:28:42,WIF0691,PC-6390,Connect
{H6K3-T1ON80EJ-2027QXAM},01/14/2010 09:29:14,MDM0625,PC-4984,Disconnect
{G8G3-M9QX58RU-2637DRZY},01/14/2010 09:29:46,ATP0662,PC-4127,Disconnect
{B2C8-F1IP48CO-0633MXQO},01/14/2010 09:29:54,GZC0735,PC-8219,Disconnect
{G1O9-F1GE75NB-7030FRSJ},01/14/2010 09:30:07,THR0873,PC-4804,Connect
{A2K5-Y7EE25IE-1482HSJW},01/14/2010 09:30:11,WIF0691,PC-6390,Disconnect
{F8H1-Z3EK83KZ-6526YDZA},01/14/2010 09:30:28,AVM0947,PC-0285,Disconnect
{T7C1-Z6SY17US-1454YUON},01/14/2010 09:30:35,IBS0836,PC-6382,Connect
{K0E8-U8VJ60QT-3993WGNF},01/14/2010 09:30:41,LCB0664,PC-3196,Connect
{S2L8-U1PM21FI-7986GOAL},01/14/2010 09:31:12,AVM0947,PC-0285,Connect
{U8C0-B5TG75YZ-7138OQDE},01/14/2010 09:32:05,MPM0220,PC-2344,Connect
{O2H5-R8VD39JD-4117CQPP},01/14/2010 09:32:52,MLL0598,PC-0189,Disconnect
{K9X6-C2HN32UW-9330PXTW},01/14/2010 09:32:54,JFC0557,PC-9179,Connect
{H2T1-I6AT34YA-8692BYNZ},01/14/2010 09:33:01,DIB0081,PC-9524,Disconnect
{W9G3-L2AP00IV-7574UWAM},01/14/2010 09:33:16,WIF0691,PC-6390,Connect
{P8J9-R8FQ71GU-9707FPRY},01/14/2010 09:33:34,GHH0288,PC-4686,Connect
{B2P5-D6JN19NT-2619ULLV},01/14/2010 09:34:07,CQH0701,PC-8164,Connect
{G8J9-L5GS08DZ-4659OJCF},01/14/2010 09:34:19,XHW0498,PC-9840,Disconnect
{K4G5-F9DP00DL-7401ILUM},01/14/2010 09:34:28,HPH0075,PC-2417,Connect
{T8T7-H3GP23RQ-8103BXYE},01/14/2010 09:35:33,JFC0557,PC-9179,Disconnect
{B6O7-Y2JQ77PD-9457YASP},01/14/2010 09:35:50,MPM0220,PC-2344,Disconnect
{K0X7-C5LV00BM-2197NCTV},01/14/2010 09:37:25,HSB0196,PC-8001,Disconnect
{W2C0-J2VQ50KM-1103JZOW},01/14/2010 09:37:37,GTD0219,PC-6425,Connect
{I1D7-V1NF66QP-0581QWXD},01/14/2010 09:38:01,OCS0865,PC-8309,Connect
{I0Z2-O5YZ12VY-2378KCUQ},01/14/2010 09:38:28,DBB0384,PC-4243,Connect
{M0N1-Q1TE85ID-3902LAJC},01/14/2010 09:38:44,IBS0836,PC-6382,Disconnect
{I7M3-F5TJ74KT-6889TNXC},01/14/2010 09:39:47,GTD0219,PC-6425,Disconnect
{V4K4-L1FO32QN-3088LOWV},01/14/2010 09:40:04,BJP0134,PC-0898,Disconnect
{Y0P4-T7FQ64GN-7518FPAY},01/14/2010 09:40:13,MPM0220,PC-2344,Connect
{C4K7-T5MH57NC-6210LLNN},01/14/2010 09:40:39,LBH0942,PC-3640,Disconnect
{M9Y0-S7OK27ZJ-1699ZEUH},01/14/2010 09:41:07,RHL0992,PC-9040,Connect
{A1T5-L9JQ76KK-7197OXLI},01/14/2010 09:41:16,AIB0948,PC-8245,Connect
{T1D5-W4NV08FE-3693IHNH},01/14/2010 09:43:01,RHL0992,PC-9040,Disconnect
{T9T0-W1UA98HE-4483TLNE},01/14/2010 09:43:28,AJN0607,PC-8303,Connect
{E7K8-X7HS46RQ-3572TVFE},01/14/2010 09:43:40,OCS0865,PC-8309,Disconnect
{O1I2-K3XY07SP-0187LFJD},01/14/2010 09:43:43,HPH0075,PC-2417,Disconnect
{O4H9-C8XY80BE-9030UJDM},01/14/2010 09:43:48,AIB0948,PC-8245,Disconnect
{E1V3-T7KQ59LA-0138WIUG},01/14/2010 09:44:12,JMK0099,PC-2363,Connect
{R9C3-K6OZ45QT-4667YAJV},01/14/2010 09:44:27,MPM0220,PC-2344,Disconnect
{P6J8-C8JG45TR-7542CCHH},01/14/2010 09:44:54,LCB0664,PC-3196,Disconnect
{S7R1-U9GP78JQ-7869IGAA},01/14/2010 09:45:02,AIB0948,PC-8245,Connect
{J9R5-S1YJ67ZS-1029QRHF},01/14/2010 09:45:29,DBB0384,PC-4243,Disconnect
{P1R4-C9OV91EO-2586SJHQ},01/14/2010 09:45:30,IBB0359,PC-4195,Connect
{O1C7-G9LC97MK-7471WYLY},01/14/2010 09:46:01,FKK0055,PC-0435,Disconnect
{S8V9-F8JW01MR-8490LWTA},01/14/2010 09:47:24,RDT0424,PC-3742,Disconnect
{Y2O0-F1PV81SR-5803IWJK},01/14/2010 09:48:57,TSR0676,PC-9227,Disconnect
{P8S8-N7KS05DV-7110IKUE},01/14/2010 09:49:08,JDC0030,PC-0246,Disconnect
{S7M6-N5DH91KZ-2627GHZZ},01/14/2010 09:49:38,DBB0384,PC-4243,Connect
{S5G7-E5LU62FQ-6827NXUN},01/14/2010 09:50:19,RNP0211,PC-1736,Disconnect
{F3R2-N1FL05WJ-0446GEKC},01/14/2010 09:50:20,PAD0773,PC-3959,Disconnect
{R6N6-K9LC49XG-3425BDJR},01/14/2010 09:52:56,XWD0923,PC-1637,Connect
{K7O3-H5CU59KV-6047GDYI},01/14/2010 09:52:57,VSA0230,PC-9547,Disconnect
{S0A0-F6CI51KX-3111ZNQT},01/14/2010 09:53:02,RMW0542,PC-7543,Connect
{E3L7-H1WU93CZ-3411NFXS},01/14/2010 09:53:12,AJN0607,PC-8303,Disconnect
{V3Y2-Q7GV27BO-0781TULU},01/14/2010 09:53:27,AIB0948,PC-8245,Disconnect
{R9S3-D9NQ53BA-7328ANRY},01/14/2010 09:55:00,CGB0637,PC-8508,Connect
{C9X3-W1BJ07KR-5235GXHW},01/14/2010 09:55:09,JNJ0556,PC-0576,Disconnect
{X1N9-Z7IZ71DJ-4844SQRF},01/14/2010 09:55:45,FFC0891,PC-5843,Connect
{P1O1-P7YH79WZ-8878ZQZB},01/14/2010 09:56:06,LOM0086,PC-9087,Disconnect
{I3N3-D8AO13DV-0354MAWS},01/14/2010 09:56:38,BRB0355,PC-9896,Connect
{G8R5-L9ON11CZ-1867EUIW},01/14/2010 09:56:38,BSS0369,PC-3672,Connect
{E0U3-E8EG47IA-7944TBYO},01/14/2010 09:56:40,TNM0961,PC-2030,Connect
{F7P9-L5GR44XQ-8384NEFR},01/14/2010 09:57:32,BJM0111,PC-6866,Connect
{O5Q1-M2OY86SB-1927VUQV},01/14/2010 09:57:32,EMW0772,PC-6035,Connect
{Y1X9-W2LL92GA-0876ENZZ},01/14/2010 09:57:37,XWD0923,PC-1637,Disconnect
{Q7T2-M3YW44MX-0479MWCW},01/14/2010 09:58:00,JMK0099,PC-2363,Disconnect
{O9A6-U2RJ61SV-0400UQUK},01/14/2010 09:58:31,BJM0111,PC-6866,Disconnect
{K9A9-Y4PH00NX-0707YTMQ},01/14/2010 09:58:52,EMW0772,PC-6035,Disconnect
{B5U9-L6KL75YP-3685OFBD},01/14/2010 09:59:15,IBB0359,PC-4195,Disconnect
{J8G9-E3KL14KK-1940GEPH},01/14/2010 09:59:16,BRM0995,PC-0768,Disconnect
{P6W0-I5ST43UB-2246MZUN},01/14/2010 09:59:19,QOS0878,PC-2211,Connect
{J0H4-Z8UW34PO-9483VMTT},01/14/2010 10:00:03,WIF0691,PC-6390,Disconnect
{J8M2-L1ZK99HI-6570ERUI},01/14/2010 10:00:21,BRM0995,PC-0768,Connect
{X2J1-A1BB90VJ-5155HBIM},01/14/2010 10:00:38,BSS0369,PC-3672,Disconnect
{U5O0-P0GU69NR-2909LWFL},01/14/2010 10:01:04,DBB0384,PC-4243,Disconnect
{D2W4-Q4GM70EP-3130RTYJ},01/14/2010 10:01:24,CGB0637,PC-8508,Disconnect
{E5N8-O8FO45MI-4025SLAX},01/14/2010 10:03:22,IBB0359,PC-4195,Connect
{G4Z9-P2ON83FS-8456TNFP},01/14/2010 10:04:19,IBB0359,PC-4195,Disconnect
{P4E3-B8BI94EK-7285KUIV},01/14/2010 10:05:37,IBB0359,PC-4195,Connect
{P2R1-B3CA08JM-9759SVXY},01/14/2010 10:05:44,FFC0891,PC-5843,Disconnect
{R9L5-Z4YH80IJ-0865YDJI},01/14/2010 10:09:23,JDB0169,PC-7502,Connect
{R3Q2-Z0KG78XJ-1754PUUC},01/14/2010 10:09:35,HRL0540,PC-1117,Connect
{J9Y4-J9NZ68UI-1299LBUZ},01/14/2010 10:10:53,SGM0021,PC-1528,Connect
{U8J3-D6YE20MN-1101VNCD},01/14/2010 10:12:21,AVM0947,PC-0285,Disconnect
{D3E3-U3FC50XS-3869DIIR},01/14/2010 10:12:45,QRM0739,PC-7343,Connect
{E1B6-L6AV81SB-9701RBLH},01/14/2010 10:15:03,BDI0533,PC-5883,Connect
{D2H8-M2OF24LF-9744PDWR},01/14/2010 10:15:07,QOS0878,PC-2211,Disconnect
{O3S3-R5PX94CN-5321AZGK},01/14/2010 10:15:11,HMM0108,PC-8052,Disconnect
{H5Y9-M3FY32IW-4886SMXB},01/14/2010 10:15:18,IJM0444,PC-8734,Connect
{A9Q6-F1FH97UK-7768QFQR},01/14/2010 10:15:46,CWR0502,PC-3737,Connect
{B5X1-I7NZ60ET-8572KBPP},01/14/2010 10:16:05,JDB0169,PC-7502,Disconnect
{Q2Y4-W9OO53YN-9575HGDJ},01/14/2010 10:19:09,JDB0169,PC-7502,Connect
{V0V3-P8UA85FC-1905JVFB},01/14/2010 10:19:20,THR0873,PC-4804,Disconnect
{N9I0-A8YB12PF-2149NNYA},01/14/2010 10:19:25,AVM0947,PC-0285,Connect
{D9A6-P3RH46LC-4230WKIC},01/14/2010 10:19:42,DMK0257,PC-1279,Connect
{B4G8-A8IK24UY-4208JLQO},01/14/2010 10:19:53,XHW0498,PC-9840,Connect
{S7W9-V9ZO69AC-1543BFCO},01/14/2010 10:20:04,BRB0355,PC-9896,Disconnect
{W7K5-T0ML27KI-7464WOBY},01/14/2010 10:20:14,HDH0928,PC-0252,Connect
{B0V0-R9TI96AD-6600GXXH},01/14/2010 10:20:28,DMK0257,PC-1279,Disconnect
{N9N2-W1AA69YE-0490KNHP},01/14/2010 10:20:37,IBB0359,PC-4195,Disconnect
{O7U7-B4HM15UV-6284BEEJ},01/14/2010 10:20:42,RMW0542,PC-7543,Disconnect
{J6F8-N0AK08JL-6951FQEO},01/14/2010 10:21:24,MLL0598,PC-0189,Connect
{U6D5-X9PQ05XI-0120WTIR},01/14/2010 10:22:20,NKP0236,PC-5010,Connect
{Q4A4-M2HP72HY-7056GOSQ},01/14/2010 10:23:11,MCD0125,PC-7295,Connect
{O9C3-C9AE40FP-2175WOIY},01/14/2010 10:23:17,LCB0664,PC-3196,Connect
{D0S0-M6PO61ED-1787ZWCB},01/14/2010 10:23:47,BVC0790,PC-0008,Connect
{S5V2-B6TD55UX-2659XYKK},01/14/2010 10:23:53,JJH0613,PC-9171,Connect
{F3H7-J2TI98MC-6979CLDT},01/14/2010 10:24:24,VIA0063,PC-2684,Connect
{E6L8-S5HI98MW-1109LBJE},01/14/2010 10:25:01,MLL0598,PC-0189,Disconnect
{F1V2-M6UI04GO-3826NIEH},01/14/2010 10:26:04,HRL0540,PC-1117,Disconnect
{D3T0-E5KU47MO-9137FFJA},01/14/2010 10:26:51,BDI0533,PC-5883,Disconnect
{M9L0-J9NK28DF-3272CCJO},01/14/2010 10:27:21,VTT0385,PC-5027,Disconnect
{X6R0-Q2PU40OC-2132JBDI},01/14/2010 10:27:32,AVM0947,PC-0285,Disconnect
{N3X9-H2PZ99LI-8358TLFM},01/14/2010 10:28:02,HPH0075,PC-2417,Connect
{Z3C9-Z8LJ46MY-7534APGK},01/14/2010 10:28:36,MTT0901,PC-2775,Connect
{J8O7-X8ZG81EN-5456UDBJ},01/14/2010 10:29:20,IBB0359,PC-4195,Connect
{K5G6-Q0NT27TV-3140DIJQ},01/14/2010 10:29:29,BSS0369,PC-3672,Connect
{X2M0-T4SU16ZW-5173XUYM},01/14/2010 10:29:51,JJM0203,PC-0148,Connect
{G6I3-C7TF12XM-2667MVKE},01/14/2010 10:29:59,IBB0359,PC-4195,Disconnect
{V6I0-I0RZ58ON-3783UDVS},01/14/2010 10:30:03,CWR0502,PC-3737,Disconnect
{Z0Q3-Y1HO83WV-4741PGFI},01/14/2010 10:30:08,HCM0267,PC-7651,Connect
{H6N7-Z8LD37XF-1951UVSA},01/14/2010 10:30:42,IIW0249,PC-0843,Connect
{E5O6-H9CC71ML-7326JIGA},01/14/2010 10:31:06,HCM0267,PC-7651,Disconnect
{Q8S7-Z0OR73JR-2199VSOO},01/14/2010 10:31:19,JJM0203,PC-0148,Disconnect
{R9L3-I4QB48OT-6519WOOI},01/14/2010 10:31:33,MOH0273,PC-6699,Connect
{O3N5-D5MX11FQ-2542PMFQ},01/14/2010 10:31:58,DIB0081,PC-9524,Connect
{S3F4-C0JT26CK-4126TEXW},01/14/2010 10:32:41,MTT0901,PC-2775,Disconnect
{M9R2-N8NO34NX-9898WSYA},01/14/2010 10:33:22,BRM0995,PC-0768,Disconnect
{A4A9-B7MB82WS-9428YNHT},01/14/2010 10:33:48,MLM0950,PC-9787,Connect
{G3H9-J3DF50BH-6785EOKP},01/14/2010 10:33:59,MOS0047,PC-5820,Connect
{L9A4-O0GN02XW-6180PUEX},01/14/2010 10:34:04,RAW0915,PC-2113,Connect
{E5H6-M3EO46MP-7472WEPB},01/14/2010 10:34:42,MOH0273,PC-6699,Disconnect
{Y1C5-Y5VK53CB-6838OEWS},01/14/2010 10:35:14,XAA0104,PC-7435,Connect
{A4T5-L8KZ93DL-8717AKIV},01/14/2010 10:35:29,DPM0423,PC-2567,Connect
{C8K2-D3AX06WC-1914DAFP},01/14/2010 10:35:46,NAF0326,PC-0384,Connect
{U8T4-F7MV23GT-0598GRWG},01/14/2010 10:35:52,QRM0739,PC-7343,Disconnect
{V5U2-D2DR54SX-1484MWQI},01/14/2010 10:36:01,QRM0739,PC-7343,Connect
{U7C8-S8JX68WY-7319CUHH},01/14/2010 10:36:55,ZKS0899,PC-8517,Connect
{I0T8-K1IU32AA-0670PSVV},01/14/2010 10:38:27,NKP0236,PC-5010,Disconnect
{Z2M1-K2TY10WN-4632QWRI},01/14/2010 10:38:35,BSS0369,PC-3672,Disconnect
{N8K0-C7UA87QH-1594VCAI},01/14/2010 10:38:47,IIW0249,PC-0843,Disconnect
{S5J7-W8GV12KD-1008SKUX},01/14/2010 10:38:49,RAW0915,PC-2113,Disconnect
{F7K8-R7JH41KF-6646GWSS},01/14/2010 10:39:13,KKW0879,PC-2531,Connect
{P0Q2-Y5AM51EM-9211TPZR},01/14/2010 10:41:03,JDB0169,PC-7502,Disconnect
{X5U1-Q9LG09GW-2459CHRP},01/14/2010 10:41:12,BMG0917,PC-6688,Connect
{W0F7-G9GS21UU-3885WLYD},01/14/2010 10:41:12,JJH0613,PC-9171,Disconnect
{W2T1-Y4EO59DR-5445GSQY},01/14/2010 10:41:38,BEH0615,PC-9461,Connect
{I6A8-B6WU14KC-5888LWVD},01/14/2010 10:42:19,BVC0790,PC-0008,Disconnect
{J0W3-J3LU89LV-9834AVEI},01/14/2010 10:42:20,SNC0187,PC-4753,Connect
{F4G7-X8FL98TO-8243XEJJ},01/14/2010 10:42:21,XHW0498,PC-9840,Disconnect
{J2D2-Y9RW12UP-1512GFVV},01/14/2010 10:42:28,DIB0081,PC-9524,Disconnect
{S1L3-P8WB21KI-9328LKRU},01/14/2010 10:42:49,IJM0444,PC-8734,Disconnect
{Z2J5-O7TJ56ZP-1423MCXT},01/14/2010 10:44:32,BEH0615,PC-9461,Disconnect
{M0V8-L9TS76WD-8912YANU},01/14/2010 10:44:33,JFC0557,PC-9179,Connect
{H8D5-D9AP09JD-7187IHLH},01/14/2010 10:45:58,EGD0132,PC-4211,Connect
{X8L3-X5AV94SX-3890WOZZ},01/14/2010 10:46:05,BVC0790,PC-0008,Connect
{B5O9-V0ON90KL-8920PVMF},01/14/2010 10:46:27,MLL0598,PC-0189,Connect
{B4E6-K8QE46PS-8189FRXX},01/14/2010 10:48:45,NAF0326,PC-0384,Disconnect
{U3Q0-X1TC94EG-6204YBYH},01/14/2010 10:50:53,QRM0739,PC-7343,Disconnect
{J0D0-H2RE69ZC-2152FWJO},01/14/2010 10:51:27,TNM0961,PC-2030,Disconnect
{H5O8-P2AG57WU-7295UYKT},01/14/2010 10:51:34,HCM0267,PC-7651,Connect
{H3G2-R3YL80ZL-5512UEPW},01/14/2010 10:52:28,MOH0273,PC-6699,Connect
{J2R4-V4ID71DQ-7027JXON},01/14/2010 10:52:49,IBB0359,PC-4195,Connect
{X0F5-S7OT06PG-7519OLWH},01/14/2010 10:54:10,LRR0148,PC-4275,Connect
{V3L9-T9KW26QY-9820APVE},01/14/2010 10:55:50,CCL0068,PC-7699,Disconnect
{V0O1-C4NV44YC-0229LCXP},01/14/2010 10:56:30,BSS0369,PC-3672,Connect
{S9P7-X0NK47QZ-4728QIZR},01/14/2010 10:56:33,THR0873,PC-4804,Connect
{M4S1-J8BW00EY-4094XNFR},01/14/2010 10:57:08,MOS0047,PC-5820,Disconnect
{Z8V6-S3ET36GA-3892KIVL},01/14/2010 10:57:30,AIB0948,PC-8245,Connect
{B6C0-N0JH15KG-2183OAMY},01/14/2010 10:57:41,IBB0359,PC-4195,Disconnect
{I3R7-O1RZ97CL-8604ZNDK},01/14/2010 10:58:07,IBB0359,PC-4195,Connect
{T8M2-N4RJ51VC-6787VFWQ},01/14/2010 10:58:46,OBH0499,PC-7989,Connect
{Y7L0-A2UD60DG-1494OVWA},01/14/2010 10:58:51,BVC0790,PC-0008,Disconnect
{B3G6-M4BE06JZ-0531MULD},01/14/2010 10:59:21,VIA0063,PC-2684,Disconnect
{D5K5-P8JH81FW-2942DQPD},01/14/2010 10:59:33,DMK0257,PC-1279,Connect
{N6H4-J6DR26SF-6786BXKZ},01/14/2010 10:59:35,LCB0664,PC-3196,Disconnect
{Z9V1-E1SZ04ZL-4769RPCZ},01/14/2010 10:59:46,CTA0020,PC-3118,Connect
{L5D9-E3HC83ZM-5918DIMN},01/14/2010 11:00:00,GHH0288,PC-4686,Disconnect
{V2W3-G0DU23DR-0489OWUY},01/14/2010 11:00:05,IBB0359,PC-4195,Disconnect
{O7R1-F1GE15SC-1481POFE},01/14/2010 11:00:06,MLL0598,PC-0189,Disconnect
{N4F7-Z1TW85FE-9983BMPR},01/14/2010 11:00:07,AIB0948,PC-8245,Disconnect
{W7N6-I0KO47JO-2785HWRK},01/14/2010 11:00:12,KKW0879,PC-2531,Disconnect
{B2Q5-Z8SR52OK-2698GZZR},01/14/2010 11:00:15,HAH0760,PC-1038,Connect
{C0L8-N7LY03HC-5067ZSNA},01/14/2010 11:00:25,MDH0580,PC-4579,Disconnect
